K,alpha,beta,nu,max_L,p(D|K),n_comp,new p(D|K)
5,1,1,10,-434.07,-429.282,3,-429.9756554
5,1,1,10.5,-434.015,-429.228,3,-429.9206554
5,1,1,11,-434.023,-429.235,3,-429.9286554
6,1,0.05,1.5,-452.49,-445.911,3,-447.7025083
6,1,0.05,2,-447.952,-441.373,3,-443.1645083
6,1,0.05,2.5,-444.727,-438.148,3,-439.9395083
6,1,0.05,3,-442.189,-435.61,3,-437.4015083
6,1,0.05,3.5,-440.108,-433.528,3,-435.3205083
6,1,0.05,4,-438.365,-431.785,3,-433.5775083
6,1,0.05,4.5,-436.889,-430.309,3,-432.1015083
6,1,0.05,5,-435.631,-429.052,3,-430.8435083
6,1,0.05,5.5,-434.559,-427.98,3,-429.7715083
6,1,0.05,6,-433.646,-427.067,3,-428.8585083
6,1,0.05,6.5,-432.872,-426.293,3,-428.0845083
6,1,0.05,7,-432.222,-425.643,3,-427.4345083
6,1,0.05,7.5,-431.682,-425.103,3,-426.8945083
6,1,0.05,8,-431.241,-424.662,3,-426.4535083
6,1,0.05,8.5,-430.891,-424.312,3,-426.1035083
6,1,0.05,9,-430.623,-424.044,3,-425.8355083
6,1,0.05,9.5,-431.953,-425.374,4,-426.066896
6,1,0.05,10,-430.309,-423.73,3,-425.5215083
6,1,0.05,10.5,-430.253,-423.674,3,-425.4655083
6,1,0.05,11,-430.258,-423.679,3,-425.4705083
6,1,0.1,1.5,-451.507,-444.928,3,-446.7195083
6,1,0.1,2,-446.985,-440.405,3,-442.1975083
6,1,0.1,2.5,-443.774,-437.195,3,-438.9865083
6,1,0.1,3,-441.249,-434.669,3,-436.4615083
6,1,0.1,3.5,-439.179,-432.599,3,-434.3915083
6,1,0.1,4,-437.446,-430.866,3,-432.6585083
6,1,0.1,4.5,-435.978,-429.399,3,-431.1905083
6,1,0.1,5,-434.729,-428.149,3,-429.9415083
6,1,0.1,5.5,-433.663,-427.083,3,-428.8755083
6,1,0.1,6,-432.755,-426.176,3,-427.9675083
6,1,0.1,6.5,-431.986,-425.407,3,-427.1985083
6,1,0.1,7,-431.339,-424.76,3,-426.5515083
6,1,0.1,7.5,-430.802,-424.223,3,-426.0145083
6,1,0.1,8,-430.364,-423.785,3,-425.5765083
6,1,0.1,8.5,-430.016,-423.437,3,-425.2285083
6,1,0.1,9,-429.751,-423.171,3,-424.9635083
6,1,0.1,9.5,-430.652,-424.073,4,-424.765896
6,1,0.1,10,-429.443,-422.864,3,-424.6555083
6,1,0.1,10.5,-429.39,-422.811,3,-424.6025083
6,1,0.1,11,-429.454,-422.875,3,-424.6665083
6,1,0.15,1.5,-451.345,-444.766,3,-446.5575083
6,1,0.15,2,-446.839,-440.26,3,-442.0515083
6,1,0.15,2.5,-443.642,-437.062,3,-438.8545083
6,1,0.15,3,-441.128,-434.548,3,-436.3405083
6,1,0.15,3.5,-439.067,-432.488,3,-434.2795083
6,1,0.15,4,-437.343,-430.764,3,-432.5555083
6,1,0.15,4.5,-435.883,-429.304,3,-431.0955083
6,1,0.15,5,-434.64,-428.061,3,-429.8525083
6,1,0.15,5.5,-433.579,-427,3,-428.7915083
6,1,0.15,6,-432.676,-426.097,3,-427.8885083
6,1,0.15,6.5,-431.911,-425.332,3,-427.1235083
6,1,0.15,7,-431.268,-424.689,3,-426.4805083
6,1,0.15,7.5,-430.734,-424.155,3,-425.9465083
6,1,0.15,8,-430.3,-423.72,3,-425.5125083
6,1,0.15,8.5,-429.955,-423.375,3,-425.1675083
6,1,0.15,9,-430.834,-424.254,4,-424.947896
6,1,0.15,9.5,-429.506,-422.927,3,-424.7185083
6,1,0.15,10,-429.391,-422.812,3,-424.6035083
6,1,0.15,10.5,-429.307,-422.727,3,-424.5195083
6,1,0.15,11,-429.258,-422.679,3,-424.4705083
6,1,0.2,1.5,-451.497,-444.918,3,-446.7095083
6,1,0.2,2,-447.007,-440.427,3,-442.2195083
6,1,0.2,2.5,-443.821,-437.242,3,-439.0335083
6,1,0.2,3,-441.317,-434.738,3,-436.5295083
6,1,0.2,3.5,-439.266,-432.686,3,-434.4785083
6,1,0.2,4,-437.548,-430.969,3,-432.7605083
6,1,0.2,4.5,-436.095,-429.515,3,-431.3075083
6,1,0.2,5,-434.857,-428.278,3,-430.0695083
6,1,0.2,5.5,-433.801,-427.222,3,-429.0135083
6,1,0.2,6,-432.902,-426.323,3,-428.1145083
6,1,0.2,6.5,-432.141,-425.561,3,-427.3535083
6,1,0.2,7,-431.501,-424.922,3,-426.7135083
6,1,0.2,7.5,-430.97,-424.391,3,-426.1825083
6,1,0.2,8,-430.538,-423.958,3,-425.7505083
6,1,0.2,8.5,-430.195,-423.616,3,-425.4075083
6,1,0.2,9,-429.94,-423.361,3,-425.1525083
6,1,0.2,9.5,-429.707,-423.127,3,-424.9195083
6,1,0.2,10,-429.539,-422.96,3,-424.7515083
6,1,0.2,10.5,-429.434,-422.855,3,-424.6465083
6,1,0.2,11,-429.388,-422.809,3,-424.6005083
6,1,0.25,1.5,-448.355,-441.776,2,-444.9538026
6,1,0.25,2,-445.165,-438.586,2,-441.7638026
6,1,0.25,2.5,-444.154,-437.575,3,-439.3665083
6,1,0.25,3,-441.659,-435.08,3,-436.8715083
6,1,0.25,3.5,-439.614,-433.035,3,-434.8265083
6,1,0.25,4,-437.903,-431.324,3,-433.1155083
6,1,0.25,4.5,-436.454,-429.875,3,-431.6665083
6,1,0.25,5,-435.221,-428.641,3,-430.4335083
6,1,0.25,5.5,-434.169,-427.589,3,-429.3815083
6,1,0.25,6,-433.273,-426.694,3,-428.4855083
6,1,0.25,6.5,-432.514,-425.934,3,-427.7265083
6,1,0.25,7,-431.875,-425.296,3,-427.0875083
6,1,0.25,7.5,-431.345,-424.766,3,-426.5575083
6,1,0.25,8,-430.913,-424.334,3,-426.1255083
6,1,0.25,8.5,-430.534,-423.954,3,-425.7465083
6,1,0.25,9,-431.378,-424.799,4,-425.491896
6,1,0.25,9.5,-429.994,-423.415,3,-425.2065083
6,1,0.25,10,-429.827,-423.248,3,-425.0395083
6,1,0.25,10.5,-429.724,-423.145,3,-424.9365083
6,1,0.25,11,-429.681,-423.102,3,-424.8935083
6,1,0.3,1.5,-448.737,-442.157,2,-445.3358026
6,1,0.3,2,-447.737,-441.157,3,-442.9495083
6,1,0.3,2.5,-444.572,-437.992,3,-439.7845083
6,1,0.3,3,-442.083,-435.504,3,-437.2955083
6,1,0.3,3.5,-440.044,-433.465,3,-435.2565083
6,1,0.3,4,-438.337,-431.758,3,-433.5495083
6,1,0.3,4.5,-436.892,-430.313,3,-432.1045083
6,1,0.3,5,-435.661,-429.082,3,-430.8735083
6,1,0.3,5.5,-434.611,-428.032,3,-429.8235083
6,1,0.3,6,-433.716,-427.137,3,-428.9285083
6,1,0.3,6.5,-432.957,-426.377,3,-428.1695083
6,1,0.3,7,-432.314,-425.735,3,-427.5265083
6,1,0.3,7.5,-431.763,-425.183,3,-426.9755083
6,1,0.3,8,-431.296,-424.716,3,-426.5085083
6,1,0.3,8.5,-430.912,-424.332,3,-426.1245083
6,1,0.3,9,-430.606,-424.026,3,-425.8185083
6,1,0.3,9.5,-430.373,-423.794,3,-425.5855083
6,1,0.3,10,-430.208,-423.629,3,-425.4205083
6,1,0.3,10.5,-430.108,-423.528,3,-425.3205083
6,1,0.3,11,-430.067,-423.488,3,-425.2795083
6,1,0.35,1.5,-449.164,-442.585,2,-445.7628026
6,1,0.35,2,-445.964,-439.385,2,-442.5628026
6,1,0.35,2.5,-445.037,-438.458,3,-440.2495083
6,1,0.35,3,-442.555,-435.976,3,-437.7675083
6,1,0.35,3.5,-440.52,-433.941,3,-435.7325083
6,1,0.35,4,-438.816,-432.237,3,-434.0285083
6,1,0.35,4.5,-437.373,-430.794,3,-432.5855083
6,1,0.35,5,-436.143,-429.564,3,-431.3555083
6,1,0.35,5.5,-435.092,-428.513,3,-430.3045083
6,1,0.35,6,-434.193,-427.614,3,-429.4055083
6,1,0.35,6.5,-433.422,-426.843,3,-428.6345083
6,1,0.35,7,-432.761,-426.181,3,-427.9735083
6,1,0.35,7.5,-432.199,-425.619,3,-427.4115083
6,1,0.35,8,-431.729,-425.15,3,-426.9415083
6,1,0.35,8.5,-431.345,-424.766,3,-426.5575083
6,1,0.35,9,-431.04,-424.461,3,-426.2525083
6,1,0.35,9.5,-430.809,-424.23,3,-426.0215083
6,1,0.35,10,-430.647,-424.067,3,-425.8595083
6,1,0.35,10.5,-430.549,-423.97,3,-425.7615083
6,1,0.35,11,-430.512,-423.932,3,-425.7245083
6,1,0.4,1.5,-449.623,-443.044,2,-446.2218026
6,1,0.4,2,-448.671,-442.092,3,-443.8835083
6,1,0.4,2.5,-445.531,-438.951,3,-440.7435083
6,1,0.4,3,-443.054,-436.475,3,-438.2665083
6,1,0.4,3.5,-440.786,-434.206,2,-437.3848026
6,1,0.4,4,-439.32,-432.741,3,-434.5325083
6,1,0.4,4.5,-437.877,-431.298,3,-433.0895083
6,1,0.4,5,-436.645,-430.065,3,-431.8575083
6,1,0.4,5.5,-435.588,-429.009,3,-430.8005083
6,1,0.4,6,-434.68,-428.101,3,-429.8925083
6,1,0.4,6.5,-433.899,-427.32,3,-429.1115083
6,1,0.4,7,-433.232,-426.653,3,-428.4445083
6,1,0.4,7.5,-432.668,-426.089,3,-427.8805083
6,1,0.4,8,-432.199,-425.619,3,-427.4115083
6,1,0.4,8.5,-431.815,-425.236,3,-427.0275083
6,1,0.4,9,-431.512,-424.933,3,-426.7245083
6,1,0.4,9.5,-431.283,-424.704,3,-426.4955083
6,1,0.4,10,-431.123,-424.544,3,-426.3355083
6,1,0.4,10.5,-431.029,-424.449,3,-426.2415083
6,1,0.4,11,-430.994,-424.415,3,-426.2065083
6,1,0.45,1.5,-450.104,-443.525,2,-446.7028026
6,1,0.45,2,-446.887,-440.307,2,-443.4858026
6,1,0.45,2.5,-446.039,-439.46,3,-441.2515083
6,1,0.45,3,-442.739,-436.159,2,-439.3378026
6,1,0.45,3.5,-441.54,-434.96,3,-436.7525083
6,1,0.45,4,-439.838,-433.258,3,-435.0505083
6,1,0.45,4.5,-438.392,-431.813,3,-433.6045083
6,1,0.45,5,-437.156,-430.577,3,-432.3685083
6,1,0.45,5.5,-436.094,-429.514,3,-431.3065083
6,1,0.45,6,-435.18,-428.601,3,-430.3925083
6,1,0.45,6.5,-434.396,-427.816,3,-429.6085083
6,1,0.45,7,-433.727,-427.148,3,-428.9395083
6,1,0.45,7.5,-433.163,-426.584,3,-428.3755083
6,1,0.45,8,-432.694,-426.115,3,-427.9065083
6,1,0.45,8.5,-432.312,-425.733,3,-427.5245083
6,1,0.45,9,-432.011,-425.432,3,-427.2235083
6,1,0.45,9.5,-431.785,-425.205,3,-426.9975083
6,1,0.45,10,-431.628,-425.048,3,-426.8405083
6,1,0.45,10.5,-431.536,-424.957,3,-426.7485083
6,1,0.45,11,-431.505,-424.926,3,-426.7175083
6,1,0.5,1.5,-450.601,-444.022,2,-447.1998026
6,1,0.5,2,-447.374,-440.795,2,-443.9728026
6,1,0.5,2.5,-446.553,-439.973,3,-441.7655083
6,1,0.5,3,-443.209,-436.63,2,-439.8078026
6,1,0.5,3.5,-442.065,-435.486,3,-437.2775083
6,1,0.5,4,-440.363,-433.783,3,-435.5755083
6,1,0.5,4.5,-438.915,-432.336,3,-434.1275083
6,1,0.5,5,-437.676,-431.096,3,-432.8885083
6,1,0.5,5.5,-436.61,-430.031,3,-431.8225083
6,1,0.5,6,-435.694,-429.114,3,-430.9065083
6,1,0.5,6.5,-434.908,-428.329,3,-430.1205083
6,1,0.5,7,-434.24,-427.661,3,-429.4525083
6,1,0.5,7.5,-433.677,-427.097,3,-428.8895083
6,1,0.5,8,-433.209,-426.63,3,-428.4215083
6,1,0.5,8.5,-432.829,-426.25,3,-428.0415083
6,1,0.5,9,-432.53,-425.951,3,-427.7425083
6,1,0.5,9.5,-432.306,-425.727,3,-427.5185083
6,1,0.5,10,-432.152,-425.573,3,-427.3645083
6,1,0.5,10.5,-432.063,-425.484,3,-427.2755083
6,1,0.5,11,-432.035,-425.456,3,-427.2475083
6,1,0.55,1.5,-451.109,-444.53,2,-447.7078026
6,1,0.55,2,-447.873,-441.294,2,-444.4718026
6,1,0.55,2.5,-445.539,-438.96,2,-442.1378026
6,1,0.55,3,-444.619,-438.04,3,-439.8315083
6,1,0.55,3.5,-442.596,-436.017,3,-437.8085083
6,1,0.55,4,-440.894,-434.314,3,-436.1065083
6,1,0.55,4.5,-439.445,-432.866,3,-434.6575083
6,1,0.55,5,-438.203,-431.624,3,-433.4155083
6,1,0.55,5.5,-437.136,-430.557,3,-432.3485083
6,1,0.55,6,-436.219,-429.64,3,-431.4315083
6,1,0.55,6.5,-435.434,-428.855,3,-430.6465083
6,1,0.55,7,-434.766,-428.187,3,-429.9785083
6,1,0.55,7.5,-434.204,-427.625,3,-429.4165083
6,1,0.55,8,-433.739,-427.159,3,-428.9515083
6,1,0.55,8.5,-433.361,-426.782,3,-428.5735083
6,1,0.55,9,-433.064,-426.485,3,-428.2765083
6,1,0.55,9.5,-432.843,-426.264,3,-428.0555083
6,1,0.55,10,-432.692,-426.112,3,-427.9045083
6,1,0.55,10.5,-432.606,-426.027,3,-427.8185083
6,1,0.55,11,-432.581,-426.002,3,-427.7935083
6,1,0.6,1.5,-451.625,-445.046,2,-448.2238026
6,1,0.6,2,-448.38,-441.801,2,-444.9788026
6,1,0.6,2.5,-446.037,-439.458,2,-442.6358026
6,1,0.6,3,-444.181,-437.602,2,-440.7798026
6,1,0.6,3.5,-443.13,-436.551,3,-438.3425083
6,1,0.6,4,-441.429,-434.85,3,-436.6415083
6,1,0.6,4.5,-439.98,-433.401,3,-435.1925083
6,1,0.6,5,-438.738,-432.159,3,-433.9505083
6,1,0.6,5.5,-437.671,-431.091,3,-432.8835083
6,1,0.6,6,-436.754,-430.175,3,-431.9665083
6,1,0.6,6.5,-435.97,-429.39,3,-431.1825083
6,1,0.6,7,-435.303,-428.724,3,-430.5155083
6,1,0.6,7.5,-434.743,-428.164,3,-429.9555083
6,1,0.6,8,-434.279,-427.7,3,-429.4915083
6,1,0.6,8.5,-433.904,-427.324,3,-429.1165083
6,1,0.6,9,-433.61,-427.03,3,-428.8225083
6,1,0.6,9.5,-433.391,-426.812,3,-428.6035083
6,1,0.6,10,-433.243,-426.664,3,-428.4555083
6,1,0.6,10.5,-433.16,-426.581,3,-428.3725083
6,1,0.6,11,-433.139,-426.559,3,-428.3515083
6,1,0.65,1.5,-452.147,-445.568,2,-448.7458026
6,1,0.65,2,-448.893,-442.314,2,-445.4918026
6,1,0.65,2.5,-446.542,-439.963,2,-443.1408026
6,1,0.65,3,-444.678,-438.099,2,-441.2768026
6,1,0.65,3.5,-443.666,-437.087,3,-438.8785083
6,1,0.65,4,-441.968,-435.389,3,-437.1805083
6,1,0.65,4.5,-440.52,-433.941,3,-435.7325083
6,1,0.65,5,-439.278,-432.699,3,-434.4905083
6,1,0.65,5.5,-438.212,-431.632,3,-433.4245083
6,1,0.65,6,-437.296,-430.717,3,-432.5085083
6,1,0.65,6.5,-436.513,-429.934,3,-431.7255083
6,1,0.65,7,-435.848,-429.269,3,-431.0605083
6,1,0.65,7.5,-435.29,-428.71,3,-430.5025083
6,1,0.65,8,-434.828,-428.249,3,-430.0405083
6,1,0.65,8.5,-434.455,-427.876,3,-429.6675083
6,1,0.65,9,-434.164,-427.585,3,-429.3765083
6,1,0.65,9.5,-433.948,-427.369,3,-429.1605083
6,1,0.65,10,-433.803,-427.224,3,-429.0155083
6,1,0.65,10.5,-433.723,-427.144,3,-428.9355083
6,1,0.65,11,-433.705,-427.126,3,-428.9175083
6,1,0.7,1.5,-452.673,-446.093,2,-449.2718026
6,1,0.7,2,-449.411,-442.832,2,-446.0098026
6,1,0.7,2.5,-447.052,-440.473,2,-443.6508026
6,1,0.7,3,-445.181,-438.602,2,-441.7798026
6,1,0.7,3.5,-444.204,-437.625,3,-439.4165083
6,1,0.7,4,-442.509,-435.93,3,-437.7215083
6,1,0.7,4.5,-441.063,-434.484,3,-436.2755083
6,1,0.7,5,-439.823,-433.244,3,-435.0355083
6,1,0.7,5.5,-438.757,-432.178,3,-433.9695083
6,1,0.7,6,-437.843,-431.264,3,-433.0555083
6,1,0.7,6.5,-437.062,-430.482,3,-432.2745083
6,1,0.7,7,-436.399,-429.819,3,-431.6115083
6,1,0.7,7.5,-435.843,-429.263,3,-431.0555083
6,1,0.7,8,-435.384,-428.804,3,-430.5965083
6,1,0.7,8.5,-435.013,-428.434,3,-430.2255083
6,1,0.7,9,-434.725,-428.145,3,-429.9375083
6,1,0.7,9.5,-434.512,-427.933,3,-429.7245083
6,1,0.7,10,-434.37,-427.79,3,-429.5825083
6,1,0.7,10.5,-434.293,-427.714,3,-429.5055083
6,1,0.7,11,-434.278,-427.699,3,-429.4905083
6,1,0.75,1.5,-453.201,-446.621,2,-449.7998026
6,1,0.75,2,-449.932,-443.353,2,-446.5308026
6,1,0.75,2.5,-447.566,-440.986,2,-444.1648026
6,1,0.75,3,-445.688,-439.109,2,-442.2868026
6,1,0.75,3.5,-444.74,-438.161,3,-439.9525083
6,1,0.75,4,-443.052,-436.472,3,-438.2645083
6,1,0.75,4.5,-441.608,-435.029,3,-436.8205083
6,1,0.75,5,-440.37,-433.791,3,-435.5825083
6,1,0.75,5.5,-439.306,-432.727,3,-434.5185083
6,1,0.75,6,-438.394,-431.815,3,-433.6065083
6,1,0.75,6.5,-437.615,-431.035,3,-432.8275083
6,1,0.75,7,-436.954,-430.375,3,-432.1665083
6,1,0.75,7.5,-436.4,-429.821,3,-431.6125083
6,1,0.75,8,-435.944,-429.364,3,-431.1565083
6,1,0.75,8.5,-435.576,-428.997,3,-430.7885083
6,1,0.75,9,-435.29,-428.711,3,-430.5025083
6,1,0.75,9.5,-435.081,-428.501,3,-430.2935083
6,1,0.75,10,-434.942,-428.362,3,-430.1545083
6,1,0.75,10.5,-434.868,-428.289,3,-430.0805083
6,1,0.75,11,-434.857,-428.277,3,-430.0695083
6,1,0.8,1.5,-453.73,-447.151,2,-450.3288026
6,1,0.8,2,-450.454,-443.875,2,-447.0528026
6,1,0.8,2.5,-448.082,-441.502,2,-444.6808026
6,1,0.8,3,-446.198,-439.619,2,-442.7968026
6,1,0.8,3.5,-445.273,-438.693,3,-440.4855083
6,1,0.8,4,-443.594,-437.015,3,-438.8065083
6,1,0.8,4.5,-442.155,-435.575,3,-437.3675083
6,1,0.8,5,-440.919,-434.34,3,-436.1315083
6,1,0.8,5.5,-439.858,-433.278,3,-435.0705083
6,1,0.8,6,-438.947,-432.368,3,-434.1595083
6,1,0.8,6.5,-438.17,-431.591,3,-433.3825083
6,1,0.8,7,-437.512,-430.933,3,-432.7245083
6,1,0.8,7.5,-436.961,-430.382,3,-432.1735083
6,1,0.8,8,-436.507,-429.928,3,-431.7195083
6,1,0.8,8.5,-436.142,-429.563,3,-431.3545083
6,1,0.8,9,-435.86,-429.28,3,-431.0725083
6,1,0.8,9.5,-435.653,-429.074,3,-430.8655083
6,1,0.8,10,-435.517,-428.938,3,-430.7295083
6,1,0.8,10.5,-435.447,-428.868,3,-430.6595083
6,1,0.8,11,-435.439,-428.859,3,-430.6515083
6,1,0.85,1.5,-454.26,-447.681,2,-450.8588026
6,1,0.85,2,-450.978,-444.399,2,-447.5768026
6,1,0.85,2.5,-448.599,-442.02,2,-445.1978026
6,1,0.85,3,-446.71,-440.131,2,-443.3088026
6,1,0.85,3.5,-445.151,-438.572,2,-441.7498026
6,1,0.85,4,-444.136,-437.557,3,-439.3485083
6,1,0.85,4.5,-442.701,-436.122,3,-437.9135083
6,1,0.85,5,-441.469,-434.889,3,-436.6815083
6,1,0.85,5.5,-440.41,-433.831,3,-435.6225083
6,1,0.85,6,-439.502,-432.923,3,-434.7145083
6,1,0.85,6.5,-438.728,-432.149,3,-433.9405083
6,1,0.85,7,-438.072,-431.493,3,-433.2845083
6,1,0.85,7.5,-437.524,-430.944,3,-432.7365083
6,1,0.85,8,-437.073,-430.494,3,-432.2855083
6,1,0.85,8.5,-436.711,-430.132,3,-431.9235083
6,1,0.85,9,-436.431,-429.852,3,-431.6435083
6,1,0.85,9.5,-436.228,-429.648,3,-431.4405083
6,1,0.85,10,-436.095,-429.516,3,-431.3075083
6,1,0.85,10.5,-436.028,-429.449,3,-431.2405083
6,1,0.85,11,-436.023,-429.444,3,-431.2355083
6,1,0.9,1.5,-454.79,-448.21,2,-451.3888026
6,1,0.9,2,-451.502,-444.923,2,-448.1008026
6,1,0.9,2.5,-449.117,-442.538,2,-445.7158026
6,1,0.9,3,-447.223,-440.644,2,-443.8218026
6,1,0.9,3.5,-445.66,-439.08,2,-442.2588026
6,1,0.9,4,-444.342,-437.763,2,-440.9408026
6,1,0.9,4.5,-443.216,-436.637,2,-439.8148026
6,1,0.9,5,-442.018,-435.439,3,-437.2305083
6,1,0.9,5.5,-440.963,-434.383,3,-436.1755083
6,1,0.9,6,-440.058,-433.478,3,-435.2705083
6,1,0.9,6.5,-439.286,-432.707,3,-434.4985083
6,1,0.9,7,-438.633,-432.054,3,-433.8455083
6,1,0.9,7.5,-438.088,-431.508,3,-433.3005083
6,1,0.9,8,-437.64,-431.06,3,-432.8525083
6,1,0.9,8.5,-437.281,-430.702,3,-432.4935083
6,1,0.9,9,-437.004,-430.425,3,-432.2165083
6,1,0.9,9.5,-436.804,-430.225,3,-432.0165083
6,1,0.9,10,-436.674,-430.095,3,-431.8865083
6,1,0.9,10.5,-436.611,-430.032,3,-431.8235083
6,1,0.9,11,-436.609,-430.03,3,-431.8215083
6,1,0.95,1.5,-455.318,-448.739,2,-451.9168026
6,1,0.95,2,-452.025,-445.446,2,-448.6238026
6,1,0.95,2.5,-449.636,-443.056,2,-446.2348026
6,1,0.95,3,-447.737,-441.158,2,-444.3358026
6,1,0.95,3.5,-446.169,-439.59,2,-442.7678026
6,1,0.95,4,-445.212,-438.632,3,-440.4245083
6,1,0.95,4.5,-443.717,-437.138,2,-440.3158026
6,1,0.95,5,-442.567,-435.988,3,-437.7795083
6,1,0.95,5.5,-441.515,-434.936,3,-436.7275083
6,1,0.95,6,-440.613,-434.034,3,-435.8255083
6,1,0.95,6.5,-439.845,-433.265,3,-435.0575083
6,1,0.95,7,-439.195,-432.615,3,-434.4075083
6,1,0.95,7.5,-438.652,-432.073,3,-433.8645083
6,1,0.95,8,-438.207,-431.628,3,-433.4195083
6,1,0.95,8.5,-437.851,-431.272,3,-433.0635083
6,1,0.95,9,-437.578,-430.999,3,-432.7905083
6,1,0.95,9.5,-437.381,-430.802,3,-432.5935083
6,1,0.95,10,-437.254,-430.675,3,-432.4665083
6,1,0.95,10.5,-437.194,-430.615,3,-432.4065083
6,1,0.95,11,-437.196,-430.617,3,-432.4085083
6,1,1,1.5,-455.845,-449.266,2,-452.4438026
6,1,1,2,-452.548,-445.968,2,-449.1468026
6,1,1,2.5,-450.154,-443.574,2,-446.7528026
6,1,1,3,-448.251,-441.672,2,-444.8498026
6,1,1,3.5,-446.68,-440.1,2,-443.2788026
6,1,1,4,-445.354,-438.775,2,-441.9528026
6,1,1,4.5,-444.334,-437.755,3,-439.5465083
6,1,1,5,-443.115,-436.536,3,-438.3275083
6,1,1,5.5,-442.067,-435.487,3,-437.2795083
6,1,1,6,-441.168,-434.589,3,-436.3805083
6,1,1,6.5,-440.403,-433.823,3,-435.6155083
6,1,1,7,-439.756,-433.177,3,-434.9685083
6,1,1,7.5,-439.216,-432.637,3,-434.4285083
6,1,1,8,-438.775,-432.195,3,-433.9875083
6,1,1,8.5,-438.422,-431.843,3,-433.6345083
6,1,1,9,-438.152,-431.573,3,-433.3645083
6,1,1,9.5,-437.958,-431.379,3,-433.1705083
6,1,1,10,-437.835,-431.255,3,-433.0475083
6,1,1,10.5,-437.778,-431.199,3,-432.9905083
6,1,1,11,-437.783,-431.204,3,-432.9955083
2,10,0.05,1.5,-430.279,-429.586,2,-429.5858528
2,10,0.05,2,-427.084,-426.39,2,-426.3908528
2,10,0.05,2.5,-424.787,-424.094,2,-424.0938528
2,10,0.05,3,-422.969,-422.276,2,-422.2758528
2,10,0.05,3.5,-421.475,-420.782,2,-420.7818528
2,10,0.05,4,-420.225,-419.532,2,-419.5318528
2,10,0.05,4.5,-419.17,-418.477,2,-418.4768528
2,10,0.05,5,-418.276,-417.583,2,-417.5828528
2,10,0.05,5.5,-417.522,-416.828,2,-416.8288528
2,10,0.05,6,-416.887,-416.194,2,-416.1938528
2,10,0.05,6.5,-416.36,-415.667,2,-415.6668528
2,10,0.05,7,-415.929,-415.236,2,-415.2358528
2,10,0.05,7.5,-415.585,-414.892,2,-414.8918528
2,10,0.05,8,-415.32,-414.627,2,-414.6268528
2,10,0.05,8.5,-415.128,-414.435,2,-414.4348528
2,10,0.05,9,-415.004,-414.311,2,-414.3108528
2,10,0.05,9.5,-414.942,-414.249,2,-414.2488528
2,10,0.05,10,-414.94,-414.247,2,-414.2468528
2,10,0.05,10.5,-414.992,-414.299,2,-414.2988528
2,10,0.05,11,-415.096,-414.403,2,-414.4028528
2,10,0.1,1.5,-429.685,-428.992,2,-428.9918528
2,10,0.1,2,-426.493,-425.8,2,-425.7998528
2,10,0.1,2.5,-424.2,-423.507,2,-423.5068528
2,10,0.1,3,-422.386,-421.693,2,-421.6928528
2,10,0.1,3.5,-420.896,-420.203,2,-420.2028528
2,10,0.1,4,-419.65,-418.957,2,-418.9568528
2,10,0.1,4.5,-418.598,-417.905,2,-417.9048528
2,10,0.1,5,-417.709,-417.016,2,-417.0158528
2,10,0.1,5.5,-416.958,-416.265,2,-416.2648528
2,10,0.1,6,-416.328,-415.634,2,-415.6348528
2,10,0.1,6.5,-415.804,-415.111,2,-415.1108528
2,10,0.1,7,-415.377,-414.684,2,-414.6838528
2,10,0.1,7.5,-415.037,-414.343,2,-414.3438528
2,10,0.1,8,-414.776,-414.082,2,-414.0828528
2,10,0.1,8.5,-414.588,-413.895,2,-413.8948528
2,10,0.1,9,-414.467,-413.774,2,-413.7738528
2,10,0.1,9.5,-414.41,-413.717,2,-413.7168528
2,10,0.1,10,-414.411,-413.718,2,-413.7178528
2,10,0.1,10.5,-414.467,-413.774,2,-413.7738528
2,10,0.1,11,-414.575,-413.882,2,-413.8818528
2,10,0.15,1.5,-429.654,-428.961,2,-428.9608528
2,10,0.15,2,-426.466,-425.773,2,-425.7728528
2,10,0.15,2.5,-424.177,-423.484,2,-423.4838528
2,10,0.15,3,-422.367,-421.674,2,-421.6738528
2,10,0.15,3.5,-420.881,-420.188,2,-420.1878528
2,10,0.15,4,-419.639,-418.946,2,-418.9458528
2,10,0.15,4.5,-418.591,-417.898,2,-417.8978528
2,10,0.15,5,-417.705,-417.012,2,-417.0118528
2,10,0.15,5.5,-416.958,-416.265,2,-416.2648528
2,10,0.15,6,-416.332,-415.639,2,-415.6388528
2,10,0.15,6.5,-415.812,-415.119,2,-415.1188528
2,10,0.15,7,-415.389,-414.696,2,-414.6958528
2,10,0.15,7.5,-415.052,-414.359,2,-414.3588528
2,10,0.15,8,-414.795,-414.102,2,-414.1018528
2,10,0.15,8.5,-414.611,-413.918,2,-413.9178528
2,10,0.15,9,-414.494,-413.801,2,-413.8008528
2,10,0.15,9.5,-414.441,-413.748,2,-413.7478528
2,10,0.15,10,-414.446,-413.753,2,-413.7528528
2,10,0.15,10.5,-414.506,-413.813,2,-413.8128528
2,10,0.15,11,-414.617,-413.924,2,-413.9238528
2,10,0.2,1.5,-429.849,-429.156,2,-429.1558528
2,10,0.2,2,-426.665,-425.971,2,-425.9718528
2,10,0.2,2.5,-424.379,-423.686,2,-423.6858528
2,10,0.2,3,-422.573,-421.88,2,-421.8798528
